id_atendimento,documento_paciente,nome_completo,data_atendimento,peso_kg,altura_cm,imc,classificacao_imc,circunferencia_abdominal_cm,plano_alimentar,meta_calorica,id_nutricionista,nome_nutricionista
03db8087-7628-49bd-b512-a872642ac7d5,934.612.058-42,André Sales,2023-12-05,115.4,186,33.4,Obesidade Grau I,94.7,Dieta hipocalorica com restricao de carboidratos simples,1600,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
3ceec57d-6fa1-4900-a581-e745a3f3ccb5,934.612.058-42,André Sales,2023-03-15,115.30000000000001,186,33.3,Obesidade Grau I,98.6,Dieta balanceada com fracionamento em 5 refeicoes,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
8ac114f2-7060-44a3-b1e8-f80de76da2c0,934.612.058-42,André Sales,2024-01-26,115.00000000000001,186,33.2,Obesidade Grau I,90.9,Dieta hipocalorica com restricao de carboidratos simples,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
776fe518-40dc-4944-ba8d-d4fbcf15640d,159.687.230-68,Isaac Nunes,2023-09-11,79.1,183,23.6,Normal,80.4,Dieta hipocalorica com restricao de carboidratos simples,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
63369ccd-d3f6-4792-97cb-45d474fe8bba,159.687.230-68,Isaac Nunes,2024-06-17,78.39999999999999,183,23.4,Normal,80.4,Dieta mediterranea com controle de gorduras saturadas,2000,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
d6bac8ac-275c-427d-9220-b0d3f5a7ee72,159.687.230-68,Isaac Nunes,2023-11-27,77.8,183,23.2,Normal,76.0,Dieta mediterranea com controle de gorduras saturadas,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
59560cf5-dd2a-408a-9cf0-f92cd93d8284,159.687.230-68,Isaac Nunes,2024-06-17,76.7,183,22.9,Normal,80.6,Dieta hipocalorica com restricao de carboidratos simples,1800,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
10752a4b-3f9a-4f73-a5c9-5c82722117b9,159.687.230-68,Isaac Nunes,2023-07-23,76.0,183,22.7,Normal,69.6,Plano low carb com aumento de proteinas magras,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
56c557b4-3555-47b4-beba-6d2c1d8db127,159.687.230-68,Isaac Nunes,2023-04-26,74.7,183,22.3,Normal,78.1,Dieta mediterranea com controle de gorduras saturadas,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
af9d0d24-32f6-488c-b48f-442db2b0db7a,907.851.234-23,Isis da Costa,2024-08-21,65.0,156,26.7,Sobrepeso,79.7,Dieta hipocalorica com restricao de carboidratos simples,2000,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
29f6568d-de59-40e5-aad6-464002c79c12,907.851.234-23,Isis da Costa,2023-02-13,63.8,156,26.2,Sobrepeso,80.0,Dieta balanceada com fracionamento em 5 refeicoes,2200,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
c6704558-dcf2-42c7-b22d-768f2de0ddc0,907.851.234-23,Isis da Costa,2023-09-12,63.599999999999994,156,26.1,Sobrepeso,80.1,Dieta mediterranea com controle de gorduras saturadas,2000,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
ab476460-0852-4b55-ac7a-b4992f865c5e,095.746.813-00,Dom Sá,2024-10-02,91.4,167,32.8,Obesidade Grau I,94.5,Dieta hipocalorica com restricao de carboidratos simples,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
1c1c63f8-1731-43e0-9e86-7851c0bec07b,016.483.795-75,Lucas Fernandes,2023-04-20,56.0,172,18.9,Normal,85.8,Dieta mediterranea com controle de gorduras saturadas,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
53fb05fe-fa62-4641-84e1-6915b0a5c0ad,016.483.795-75,Lucas Fernandes,2024-10-22,55.7,172,18.8,Normal,89.0,Plano low carb com aumento de proteinas magras,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
3617360a-e386-4870-b46c-bb382bf93986,016.483.795-75,Lucas Fernandes,2024-12-06,54.6,172,18.5,Normal,76.8,Dieta balanceada com fracionamento em 5 refeicoes,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
d202c5ac-d6db-40d3-9271-527cb788af18,395.021.867-02,Igor Jesus,2024-05-11,69.6,182,21.0,Normal,72.4,Dieta balanceada com fracionamento em 5 refeicoes,2200,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
6b093102-3a51-4244-a9de-75697ddf9d0b,395.021.867-02,Igor Jesus,2023-07-14,69.19999999999999,182,20.9,Normal,73.7,Dieta mediterranea com controle de gorduras saturadas,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
8aeb3326-eaaa-468b-8bb3-e4b3024ae64f,395.021.867-02,Igor Jesus,2023-10-09,68.69999999999999,182,20.7,Normal,78.1,Dieta mediterranea com controle de gorduras saturadas,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
c51e4f3a-5c75-436c-911d-d5d221c74e64,395.021.867-02,Igor Jesus,2023-10-30,67.89999999999999,182,20.5,Normal,79.2,Plano low carb com aumento de proteinas magras,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
92843f2a-d027-4ace-9c6a-b85518c01172,395.021.867-02,Igor Jesus,2024-10-15,67.3,182,20.3,Normal,75.8,Dieta balanceada com fracionamento em 5 refeicoes,1600,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
c0e21fd0-f7df-4b0f-9567-f6d09db021a1,395.021.867-02,Igor Jesus,2024-01-08,66.0,182,19.9,Normal,71.6,Dieta mediterranea com controle de gorduras saturadas,1800,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
f38483bd-8f16-4f62-af00-cfe146b16aca,347.259.601-52,Noah Alves,2024-02-01,71.60000000000001,187,20.5,Normal,78.4,Dieta mediterranea com controle de gorduras saturadas,2200,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
824efae4-cade-474f-a51c-e62b9b03e454,347.259.601-52,Noah Alves,2023-06-07,70.60000000000001,187,20.2,Normal,83.5,Plano low carb com aumento de proteinas magras,1800,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
8c2b2905-cb16-41be-b7b1-dd3eca45e3a1,347.259.601-52,Noah Alves,2023-04-24,70.00000000000001,187,20.0,Normal,86.8,Dieta hipocalorica com restricao de carboidratos simples,2200,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
3bafc7d6-892c-45f7-a114-496b7b90f877,347.259.601-52,Noah Alves,2023-05-13,69.00000000000001,187,19.7,Normal,77.5,Dieta mediterranea com controle de gorduras saturadas,1400,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
4554f28c-0782-4639-bacf-38ceafa15208,347.259.601-52,Noah Alves,2023-07-16,68.70000000000002,187,19.6,Normal,78.7,Dieta hipocalorica com restricao de carboidratos simples,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
26774478-cfbf-457f-b269-0edb7c19811f,347.259.601-52,Noah Alves,2024-11-04,67.80000000000001,187,19.4,Normal,74.6,Dieta balanceada com fracionamento em 5 refeicoes,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
6b3b17d8-1e1a-456f-bac7-3c1b82974ea2,741.936.805-84,Isabela Abreu,2023-02-20,92.9,162,35.4,Obesidade Grau II,94.7,Plano low carb com aumento de proteinas magras,1600,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
666e9548-affe-41f3-b29f-4a8b99c777f3,741.936.805-84,Isabela Abreu,2023-01-14,92.0,162,35.1,Obesidade Grau II,88.2,Dieta mediterranea com controle de gorduras saturadas,2000,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
de4848a6-3805-4fc7-8577-b486748debd6,741.936.805-84,Isabela Abreu,2024-04-24,90.6,162,34.5,Obesidade Grau I,99.6,Dieta hipocalorica com restricao de carboidratos simples,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
5bb8dc25-ec92-442b-8789-536e39785702,741.936.805-84,Isabela Abreu,2024-01-13,89.8,162,34.2,Obesidade Grau I,80.7,Dieta hipocalorica com restricao de carboidratos simples,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
9f42b3a0-335d-4f99-bb7e-3c664c6bc5e1,741.936.805-84,Isabela Abreu,2023-03-14,89.39999999999999,162,34.1,Obesidade Grau I,92.1,Plano low carb com aumento de proteinas magras,1400,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
c941acd5-6107-4c61-a3a0-15f86ebae6b2,427.061.958-94,Aurora Gomes,2023-04-14,71.6,173,23.9,Normal,84.4,Dieta mediterranea com controle de gorduras saturadas,2200,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
292e9f5b-1a19-4bc7-945d-965e5ba49ef1,427.061.958-94,Aurora Gomes,2024-06-22,71.0,173,23.7,Normal,83.5,Dieta mediterranea com controle de gorduras saturadas,2200,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
fd43db3b-0416-4375-8a4e-b2b3dbade3d1,379.506.412-07,Srta. Pietra Lima,2024-07-25,62.4,155,26.0,Sobrepeso,103.5,Dieta balanceada com fracionamento em 5 refeicoes,1400,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
ca9ba1a6-150e-45dc-b73d-b688315fe5ef,379.506.412-07,Srta. Pietra Lima,2024-01-02,61.3,155,25.5,Sobrepeso,84.8,Dieta balanceada com fracionamento em 5 refeicoes,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
f49d89d6-335e-4b2f-b32c-57b11c6786dc,379.506.412-07,Srta. Pietra Lima,2023-07-04,60.0,155,25.0,Sobrepeso,74.0,Dieta balanceada com fracionamento em 5 refeicoes,2200,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
d1585aef-b10c-45f8-b40d-cbe68e74ef9b,379.506.412-07,Srta. Pietra Lima,2024-06-30,59.5,155,24.8,Normal,81.2,Dieta balanceada com fracionamento em 5 refeicoes,1800,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
d3100d6e-3e6d-4986-a585-2d364cd4f2b4,379.506.412-07,Srta. Pietra Lima,2023-11-29,58.1,155,24.2,Normal,67.8,Plano low carb com aumento de proteinas magras,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
c7d20854-d4fe-47a8-9a0b-dab34118ca9c,379.506.412-07,Srta. Pietra Lima,2023-11-28,57.0,155,23.7,Normal,81.4,Dieta mediterranea com controle de gorduras saturadas,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
12b56e7c-3606-4f9e-aabe-497a3a84967f,074.891.562-11,João Guilherme Martins,2023-09-18,67.0,187,19.2,Normal,75.3,Plano low carb com aumento de proteinas magras,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
08c2058b-10e1-429c-8eb4-79b9469c2aa7,074.891.562-11,João Guilherme Martins,2023-01-01,66.3,187,19.0,Normal,89.3,Dieta hipocalorica com restricao de carboidratos simples,1800,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
1a033f44-ed57-4b5d-9400-f655aeeb0d2b,074.891.562-11,João Guilherme Martins,2023-05-19,65.39999999999999,187,18.7,Normal,77.6,Plano low carb com aumento de proteinas magras,1400,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
44d4cba8-e5e7-4ddd-8511-ae647b349591,074.891.562-11,João Guilherme Martins,2023-08-08,64.89999999999999,187,18.6,Normal,81.1,Plano low carb com aumento de proteinas magras,1400,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
c18dc76d-dd91-423d-ab3f-50527b06731e,074.891.562-11,João Guilherme Martins,2024-07-20,63.69999999999999,187,18.2,Magreza,76.9,Dieta mediterranea com controle de gorduras saturadas,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
a0b36564-63f0-4091-8e2b-715dea78bcc1,407.298.563-56,Maria Sophia Vasconcelos,2023-05-22,62.3,165,22.9,Normal,95.9,Plano low carb com aumento de proteinas magras,1800,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
42279184-d9db-4e82-b948-b04419e88f0f,243.579.016-34,Maya da Mota,2023-11-04,62.6,159,24.8,Normal,79.4,Dieta hipocalorica com restricao de carboidratos simples,2200,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
bb9abf66-7771-4638-a5be-c3f021cc833a,243.579.016-34,Maya da Mota,2023-03-21,62.0,159,24.5,Normal,96.7,Plano low carb com aumento de proteinas magras,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
119a7d9b-0c8c-42f6-8909-250a6a92798e,243.579.016-34,Maya da Mota,2023-04-08,61.7,159,24.4,Normal,88.5,Plano low carb com aumento de proteinas magras,1400,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
8901d347-1032-47e2-9f57-179ea1ac2c58,243.579.016-34,Maya da Mota,2024-01-26,60.6,159,24.0,Normal,85.9,Dieta hipocalorica com restricao de carboidratos simples,1400,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
2e2933cb-c57a-4eba-a7c5-9971a74b43e3,243.579.016-34,Maya da Mota,2023-12-23,59.2,159,23.4,Normal,84.9,Dieta balanceada com fracionamento em 5 refeicoes,2000,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
e545de30-9a3e-4e65-920b-c5a600a3248d,352.140.786-17,Brayan Cassiano,2024-10-30,86.5,189,24.2,Normal,85.2,Dieta hipocalorica com restricao de carboidratos simples,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
0e1d9ca5-b9f6-4ea2-9960-6392cfccc098,258.306.974-83,Srta. Melissa Pinto,2023-11-23,83.8,158,33.6,Obesidade Grau I,79.6,Dieta mediterranea com controle de gorduras saturadas,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
e17e04f2-df87-454e-ab0c-546aa867df07,470.631.528-07,Igor Cunha,2023-02-21,90.8,177,29.0,Sobrepeso,79.8,Dieta balanceada com fracionamento em 5 refeicoes,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
205bc8c6-f813-45d5-83d3-dab86f98ec57,470.631.528-07,Igor Cunha,2024-05-31,89.7,177,28.6,Sobrepeso,88.8,Dieta hipocalorica com restricao de carboidratos simples,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
f5ac5b32-1a08-44fd-853f-b3154c2d50b6,470.631.528-07,Igor Cunha,2023-06-01,89.10000000000001,177,28.4,Sobrepeso,81.6,Dieta mediterranea com controle de gorduras saturadas,1800,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
e842efdf-9854-4948-80c5-c395ab116263,470.631.528-07,Igor Cunha,2023-02-20,89.00000000000001,177,28.4,Sobrepeso,70.8,Dieta balanceada com fracionamento em 5 refeicoes,1800,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
06256086-3876-4260-aac5-7556ec76bdc9,470.631.528-07,Igor Cunha,2024-03-20,88.90000000000002,177,28.4,Sobrepeso,81.6,Dieta mediterranea com controle de gorduras saturadas,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
1ca0c4af-efbd-4fb4-a4cf-6759f8d4c5a3,472.608.953-65,Arthur Miguel Andrade,2024-02-09,63.3,176,20.4,Normal,95.6,Dieta mediterranea com controle de gorduras saturadas,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
f164cf93-b10b-4600-9135-3a1b762a78d0,472.608.953-65,Arthur Miguel Andrade,2023-09-10,62.4,176,20.1,Normal,92.0,Dieta mediterranea com controle de gorduras saturadas,1400,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
7f5c09e7-9dc2-404a-b7fb-5e1288ed8da9,472.608.953-65,Arthur Miguel Andrade,2023-11-28,62.0,176,20.0,Normal,81.5,Dieta hipocalorica com restricao de carboidratos simples,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
97230cf0-d8e1-40a4-8143-74f00e4651e4,472.608.953-65,Arthur Miguel Andrade,2024-01-10,61.0,176,19.7,Normal,89.6,Plano low carb com aumento de proteinas magras,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
8d9287e7-4b45-41f3-ae13-25fc1ade4fc4,183.526.790-40,Emanuelly da Conceição,2023-11-09,82.6,174,27.3,Sobrepeso,79.1,Dieta mediterranea com controle de gorduras saturadas,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
7fcd0fe6-54ab-4724-87a1-f69526751c14,183.526.790-40,Emanuelly da Conceição,2024-09-30,81.69999999999999,174,27.0,Sobrepeso,68.4,Dieta mediterranea com controle de gorduras saturadas,2000,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
f190a9a0-8fe5-4e86-a9d1-9920efe84cb2,183.526.790-40,Emanuelly da Conceição,2023-07-24,81.6,174,27.0,Sobrepeso,74.6,Plano low carb com aumento de proteinas magras,1600,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
510bc40a-2415-45b4-89e4-cedb5e3cf882,149.806.375-66,Sara Barros,2023-02-25,69.0,156,28.4,Sobrepeso,94.5,Dieta mediterranea com controle de gorduras saturadas,2200,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
5f858146-5132-44d7-8fd6-fc8f27d4e4b8,149.806.375-66,Sara Barros,2023-01-15,67.6,156,27.8,Sobrepeso,79.8,Plano low carb com aumento de proteinas magras,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
11c6f03b-cb7d-4829-9094-0f9d3727790a,149.806.375-66,Sara Barros,2023-01-24,67.1,156,27.6,Sobrepeso,80.1,Plano low carb com aumento de proteinas magras,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
2e56c6c3-d5ab-402a-9fd7-5de12e5279a9,149.806.375-66,Sara Barros,2023-07-28,66.0,156,27.1,Sobrepeso,79.6,Plano low carb com aumento de proteinas magras,2200,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
2bd1461c-8fb4-484b-8d9a-62c59944d093,149.806.375-66,Sara Barros,2024-12-12,65.3,156,26.8,Sobrepeso,97.2,Dieta hipocalorica com restricao de carboidratos simples,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
7c2d22ea-c2ab-47a5-be7d-dd9604c9226b,149.806.375-66,Sara Barros,2023-02-14,64.39999999999999,156,26.5,Sobrepeso,95.0,Plano low carb com aumento de proteinas magras,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
c5ca818f-9e77-40c7-9c24-089f5bad4e7c,280.416.573-62,Maysa Dias,2023-10-05,49.4,172,16.7,Magreza,99.8,Dieta hipocalorica com restricao de carboidratos simples,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
9753171a-9cb5-47b2-a35d-6f2620b59ae5,458.706.123-90,José Pedro Freitas,2024-02-02,78.3,177,25.0,Sobrepeso,80.7,Plano low carb com aumento de proteinas magras,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
e75827ec-6b33-43be-ac49-b7a595aee2d0,458.706.123-90,José Pedro Freitas,2023-10-27,77.0,177,24.6,Normal,84.4,Dieta balanceada com fracionamento em 5 refeicoes,1600,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
12fb0dbd-b721-48f3-abbb-19acc37f094e,458.706.123-90,José Pedro Freitas,2024-12-27,75.5,177,24.1,Normal,69.9,Dieta hipocalorica com restricao de carboidratos simples,1800,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
b553eb45-637a-4437-96f2-684e679fb6a6,458.706.123-90,José Pedro Freitas,2024-06-28,74.8,177,23.9,Normal,93.8,Dieta hipocalorica com restricao de carboidratos simples,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
1d566dab-8aa6-4f2a-bf78-9c0143e72fb0,458.706.123-90,José Pedro Freitas,2024-07-28,74.5,177,23.8,Normal,72.7,Dieta hipocalorica com restricao de carboidratos simples,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
56aebc18-dca6-4706-9b38-3e657d90e86e,458.706.123-90,José Pedro Freitas,2023-11-09,74.1,177,23.7,Normal,83.7,Plano low carb com aumento de proteinas magras,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
8173f02f-3e6e-44fd-8228-ca37fb14d328,324.096.175-06,Antônio das Neves,2023-12-22,93.10000000000001,182,28.1,Sobrepeso,73.2,Plano low carb com aumento de proteinas magras,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
02b01d20-7a1c-4694-8613-a582e1dba9e2,324.096.175-06,Antônio das Neves,2024-05-28,92.2,182,27.8,Sobrepeso,77.3,Plano low carb com aumento de proteinas magras,1400,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
ee1f3efa-1bf2-4537-a9c0-bd687a66bc42,324.096.175-06,Antônio das Neves,2023-01-31,91.3,182,27.6,Sobrepeso,75.3,Plano low carb com aumento de proteinas magras,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
c2fb7a42-3903-4305-9dce-21d6e4bf5df8,324.096.175-06,Antônio das Neves,2024-11-03,91.1,182,27.5,Sobrepeso,77.1,Dieta mediterranea com controle de gorduras saturadas,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
d9e558ba-6a91-4a2c-987c-3e4c078b0d0a,426.703.589-00,Alexia Pereira,2024-10-02,76.30000000000001,175,24.9,Normal,77.7,Dieta mediterranea com controle de gorduras saturadas,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
a51142b2-4a56-4432-8ec5-45a2795058c7,426.703.589-00,Alexia Pereira,2024-03-12,75.9,175,24.8,Normal,77.6,Plano low carb com aumento de proteinas magras,2200,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
fe6d2d15-ba25-429b-a552-2fb3d84791d6,426.703.589-00,Alexia Pereira,2023-05-15,75.4,175,24.6,Normal,88.7,Dieta mediterranea com controle de gorduras saturadas,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
723e47b4-507d-4951-9dad-90cbbb3217c7,426.703.589-00,Alexia Pereira,2023-05-22,74.5,175,24.3,Normal,73.2,Plano low carb com aumento de proteinas magras,2200,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
47a2e3aa-0b59-4d4c-8990-3d021cb526a2,426.703.589-00,Alexia Pereira,2023-05-29,73.1,175,23.9,Normal,83.8,Dieta mediterranea com controle de gorduras saturadas,1800,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
8edee633-34f8-4a03-80c8-6b547552795f,426.703.589-00,Alexia Pereira,2023-05-02,73.0,175,23.8,Normal,91.7,Dieta mediterranea com controle de gorduras saturadas,1800,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
